Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Kamatamare Sanuki,0.35,2.26,-1.91,0.32,2.21,-1.89,0.03,0.06,-0.03,0.35,2.26,-1.91,1,5,-4,-2.09,38.4,36.45,46.81,0.13,1.2,137,9,9,16,69.23,13.33,11.22,3,4,12,4,13,33.6,16.31,71.07,80.45,31.27,18.96,2,Kamatamare Sanuki 1-5 Kataller Toyama,2026-02-15
Kochi United,1.52,1.81,-0.29,1.52,1.5,0.02,0.0,0.31,-0.31,1.52,1.81,-0.29,2,2,0,0.29,58.0,48.3,47.44,0.82,0.84,170,14,13,13,15.85,15.48,14.4,2,5,18,2,12,99.7,55.17,9.6,10.29,77.07,36.69,0,Osaka 2-2 Kochi United,2026-02-15
Osaka,1.81,1.52,0.29,1.5,1.52,-0.02,0.31,0.0,0.31,1.81,1.52,0.29,2,2,0,-0.29,42.0,51.7,51.89,0.84,0.82,159,19,13,13,15.48,15.85,12.19,5,2,27,6,8,81.0,44.83,83.73,89.71,133.0,63.31,7,Osaka 2-2 Kochi United,2026-02-15
Júbilo Iwata,0.79,0.57,0.22,0.79,0.57,0.22,0.0,0.0,0.0,0.79,0.57,0.22,1,2,-1,-1.22,51.1,47.71,43.12,0.38,0.47,177,10,10,4,26.32,8.51,16.58,3,6,13,1,7,81.7,51.03,45.73,33.66,42.27,28.04,4,Gifu 2-1 Júbilo Iwata,2026-02-15
Gifu,0.57,0.79,-0.22,0.57,0.79,-0.22,0.0,0.0,0.0,0.57,0.79,-0.22,2,1,1,1.22,48.9,52.29,45.07,0.47,0.38,182,8,4,10,8.51,26.32,15.17,6,3,15,4,15,78.4,48.97,90.13,66.34,108.47,71.96,1,Gifu 2-1 Júbilo Iwata,2026-02-15
Blaublitz Akita,0.6,0.13,0.47,0.5,0.13,0.37,0.1,0.0,0.1,0.6,0.13,0.47,1,0,1,0.53,36.4,54.43,54.18,0.4,0.49,143,8,10,4,25.0,8.16,10.21,4,1,14,2,26,80.5,56.57,114.47,100.0,161.23,90.27,3,Tochigi City 0-1 Blaublitz Akita,2026-02-15
Tochigi City,0.13,0.6,-0.47,0.13,0.5,-0.37,0.0,0.1,-0.1,0.13,0.6,-0.47,0,1,-1,-0.53,63.6,45.57,41.42,0.49,0.4,157,10,4,10,8.16,25.0,5.03,1,4,12,3,17,61.8,43.43,0.0,0.0,17.37,9.73,3,Tochigi City 0-1 Blaublitz Akita,2026-02-15
Montedio Yamagata,2.08,1.73,0.35,2.03,1.68,0.35,0.04,0.05,-0.01,2.08,1.73,0.35,2,1,1,0.65,58.9,58.68,46.27,0.94,0.52,221,12,11,17,11.7,32.69,11.04,2,4,17,2,7,144.6,58.0,22.87,20.27,107.83,45.11,1,Tochigi 1-2 Montedio Yamagata,2026-02-15
Tochigi,1.73,2.08,-0.35,1.68,2.03,-0.35,0.05,0.04,0.01,1.73,2.08,-0.35,1,2,-1,-0.65,41.1,41.32,48.63,0.52,0.94,181,6,17,11,32.69,11.7,13.77,4,2,14,4,15,104.7,42.0,89.93,79.73,131.2,54.89,2,Tochigi 1-2 Montedio Yamagata,2026-02-15
Fukushima United,0.61,3.09,-2.48,0.52,2.62,-2.1,0.09,0.47,-0.38,0.61,3.09,-2.48,1,3,-2,0.48,50.8,35.24,42.64,0.4,1.35,140,11,7,25,17.5,18.52,8.92,1,7,13,3,12,19.7,9.52,10.33,13.68,10.93,3.51,1,Iwaki 3-1 Fukushima United,2026-02-15
Iwaki,3.09,0.61,2.48,2.62,0.52,2.1,0.47,0.09,0.38,3.09,0.61,2.48,3,1,2,-0.48,49.2,64.76,58.49,1.35,0.4,230,25,25,7,18.52,17.5,7.67,7,1,28,7,17,187.2,90.48,65.2,86.32,300.37,96.49,2,Iwaki 3-1 Fukushima United,2026-02-15
Imabari,1.47,0.59,0.88,1.45,0.57,0.88,0.02,0.01,0.01,1.47,0.59,0.88,0,1,-1,-1.88,57.2,56.58,44.86,0.61,0.32,220,11,13,7,21.31,21.88,9.58,1,4,16,4,9,97.1,74.35,23.67,16.89,45.57,32.08,0,Nara Club 1-0 Imabari,2026-02-14
Nara Club,0.59,1.47,-0.88,0.57,1.45,-0.88,0.01,0.02,-0.01,0.59,1.47,-0.88,1,0,1,1.88,42.8,43.42,47.33,0.32,0.61,176,9,7,13,21.88,21.31,12.74,4,1,10,4,10,33.5,25.65,116.47,83.11,96.47,67.92,2,Nara Club 1-0 Imabari,2026-02-14
Matsumoto Yamaga,1.09,2.33,-1.24,0.97,1.56,-0.59,0.12,0.01,0.11,1.09,1.57,-0.48,0,2,-2,-0.76,41.7,37.41,43.93,0.22,0.57,121,5,6,13,27.27,22.81,13.04,4,7,14,5,11,31.7,24.38,73.73,95.75,55.8,42.1,1,Fujieda MYFC 2-0 Matsumoto Yamaga,2026-02-14
Fujieda MYFC,2.33,1.09,1.24,1.56,0.97,0.59,0.01,0.12,-0.11,1.57,1.09,0.48,2,0,2,0.76,58.3,62.59,45.39,0.57,0.22,174,5,13,6,22.81,27.27,7.56,7,4,21,6,11,98.3,75.62,3.27,4.25,76.73,57.9,0,Fujieda MYFC 2-0 Matsumoto Yamaga,2026-02-14
Nagano Parceiro,0.16,2.67,-2.51,0.16,2.14,-1.98,0.0,0.52,-0.52,0.16,2.67,-2.51,0,2,-2,0.51,46.6,42.18,43.92,0.25,1.0,141,3,4,15,16.0,15.0,9.87,4,7,12,3,14,36.1,21.39,40.8,51.65,23.93,11.09,0,Ventforet Kofu 2-0 Nagano Parceiro,2026-02-14
Ventforet Kofu,2.67,0.16,2.51,2.14,0.16,1.98,0.52,0.0,0.52,2.67,0.16,2.51,2,0,2,-0.51,53.4,57.82,50.81,1.0,0.25,203,16,15,4,15.0,16.0,8.11,7,4,20,6,13,132.7,78.61,38.2,48.35,191.83,88.91,4,Ventforet Kofu 2-0 Nagano Parceiro,2026-02-14
Consadole Sapporo,1.79,2.53,-0.74,1.46,2.51,-1.05,0.33,0.02,0.31,1.79,2.53,-0.74,2,3,-1,-0.26,37.7,41.61,54.13,1.1,1.39,199,24,14,24,12.73,17.27,15.23,3,3,22,6,7,104.9,36.25,128.27,94.64,173.53,63.43,1,Omiya Ardija 3-2 Consadole Sapporo,2026-02-14
Omiya Ardija,2.53,1.79,0.74,2.51,1.46,1.05,0.02,0.33,-0.31,2.53,1.79,0.74,3,2,1,0.26,62.3,58.39,48.6,1.39,1.1,284,26,24,14,17.27,12.73,9.96,3,3,21,6,13,184.5,63.75,7.27,5.36,100.03,36.57,2,Omiya Ardija 3-2 Consadole Sapporo,2026-02-14
Sagamihara,0.34,2.01,-1.67,0.34,2.0,-1.66,0.0,0.01,-0.01,0.34,2.01,-1.67,0,4,-4,-2.33,41.5,49.35,48.51,0.19,1.0,151,3,5,14,26.32,14.0,13.04,3,1,8,2,16,34.0,24.29,67.13,86.96,35.3,25.19,3,Shonan Bellmare 4-0 Sagamihara,2026-02-14
Shonan Bellmare,2.01,0.34,1.67,2.0,0.34,1.66,0.01,0.0,0.01,2.01,0.34,1.67,4,0,4,2.33,58.5,50.65,46.62,1.0,0.19,169,17,14,5,14.0,26.32,7.84,1,3,28,7,17,106.0,75.71,10.07,13.04,104.83,74.81,0,Shonan Bellmare 4-0 Sagamihara,2026-02-14
Vegalta Sendai,0.58,0.49,0.09,0.56,0.47,0.09,0.02,0.03,-0.01,0.58,0.49,0.09,1,0,1,0.91,45.3,46.67,45.25,0.5,0.4,133,10,12,9,24.0,22.5,18.28,2,5,15,4,11,69.5,56.32,67.93,68.66,105.93,70.75,2,Yokohama 0-1 Vegalta Sendai,2026-02-14
Yokohama,0.49,0.58,-0.09,0.47,0.56,-0.09,0.03,0.02,0.01,0.49,0.58,-0.09,0,1,-1,-0.91,54.7,53.33,45.66,0.4,0.5,166,9,9,12,22.5,24.0,9.39,5,2,20,3,13,53.9,43.68,31.0,31.34,43.8,29.25,3,Yokohama 0-1 Vegalta Sendai,2026-02-14
Vanraure Hachinohe,0.77,0.55,0.22,0.65,0.45,0.2,0.13,0.1,0.03,0.77,0.55,0.22,1,0,1,0.78,36.3,54.52,50.75,0.42,0.57,177,10,10,5,23.81,8.77,18.93,3,0,20,3,12,105.8,58.32,167.0,99.25,215.67,94.39,1,Thespa Gunma 0-1 Vanraure Hachinohe,2026-02-14
Thespa Gunma,0.55,0.77,-0.22,0.45,0.65,-0.2,0.1,0.13,-0.03,0.55,0.77,-0.22,0,1,-1,-0.78,63.7,45.48,41.57,0.57,0.42,216,8,5,10,8.77,23.81,16.0,0,3,14,2,10,75.6,41.68,1.27,0.75,12.83,5.61,2,Thespa Gunma 0-1 Vanraure Hachinohe,2026-02-14
Sagan Tosu,1.51,2.78,-1.27,1.44,2.22,-0.78,0.06,0.56,-0.5,1.51,2.78,-1.27,2,2,0,1.27,73.2,63.43,44.32,0.79,0.52,297,10,15,14,18.99,26.92,9.95,3,10,23,8,7,176.0,70.94,0.53,0.28,86.57,30.97,0,Ryūkyū 2-2 Sagan Tosu,2026-02-08
Ryūkyū,2.78,1.51,1.27,2.22,1.44,0.78,0.56,0.06,0.5,2.78,1.51,1.27,2,2,0,-1.27,26.8,36.57,50.82,0.52,0.79,134,7,14,15,26.92,18.99,18.93,10,3,12,4,6,72.1,29.06,189.8,99.72,192.93,69.03,0,Ryūkyū 2-2 Sagan Tosu,2026-02-08
Tegevajaro Miyazaki,0.7,0.86,-0.16,0.7,0.81,-0.11,0.0,0.05,-0.05,0.7,0.86,-0.16,3,2,1,1.16,45.8,37.98,43.49,0.17,0.72,151,5,6,9,35.29,12.5,13.04,2,2,13,3,15,29.6,18.19,44.93,49.7,19.13,9.99,0,Kagoshima United 2-3 Tegevajaro Miyazaki,2026-02-08
Kagoshima United,0.86,0.7,0.16,0.81,0.7,0.11,0.05,0.0,0.05,0.86,0.7,0.16,2,3,-1,-1.16,54.2,62.02,52.8,0.72,0.17,274,20,9,6,12.5,35.29,10.31,2,2,27,6,17,133.1,81.81,45.47,50.3,172.27,90.01,7,Kagoshima United 2-3 Tegevajaro Miyazaki,2026-02-08
Kataller Toyama,1.28,3.44,-2.16,0.51,3.38,-2.87,0.02,0.06,-0.04,0.52,3.44,-2.92,1,3,-2,0.16,64.9,57.65,43.5,0.3,0.86,266,5,10,20,33.33,23.26,8.9,7,8,20,9,3,119.1,56.07,22.33,13.37,74.9,24.82,0,Kochi United 3-1 Kataller Toyama,2026-02-08
Kochi United,3.44,1.28,2.16,3.38,0.51,2.87,0.06,0.02,0.04,3.44,0.52,2.92,3,1,2,-0.16,35.1,42.35,48.14,0.86,0.3,168,13,20,10,23.26,33.33,16.28,8,7,19,8,19,93.3,43.93,144.67,86.63,226.83,75.18,1,Kochi United 3-1 Kataller Toyama,2026-02-08
Zweigen Kanazawa,1.3,0.44,0.86,1.06,0.36,0.7,0.25,0.07,0.18,1.3,0.44,0.86,0,0,0,-0.86,51.3,53.99,51.31,0.9,0.62,233,13,16,7,17.78,11.29,13.91,1,1,21,5,17,134.3,67.62,50.0,54.82,131.0,71.51,0,Imabari 0-0 Zweigen Kanazawa,2026-02-08
Imabari,0.44,1.3,-0.86,0.36,1.06,-0.7,0.07,0.25,-0.18,0.44,1.3,-0.86,0,0,0,0.86,48.7,46.01,44.46,0.62,0.9,158,13,7,16,11.29,17.78,13.58,1,1,14,5,9,64.3,32.38,41.2,45.18,52.2,28.49,0,Imabari 0-0 Zweigen Kanazawa,2026-02-08
Kamatamare Sanuki,1.57,1.43,0.14,1.55,1.01,0.54,0.02,0.42,-0.4,1.57,1.43,0.14,1,0,1,0.86,36.5,32.45,48.29,0.77,1.13,123,6,10,17,12.99,15.04,12.04,3,2,18,7,12,45.9,23.18,41.93,80.43,68.57,44.01,0,Osaka 0-1 Kamatamare Sanuki,2026-02-08
Osaka,1.43,1.57,-0.14,1.01,1.55,-0.54,0.42,0.02,0.4,1.43,1.57,-0.14,0,1,-1,-0.86,63.5,67.55,56.37,1.13,0.77,285,20,17,10,15.04,12.99,6.41,2,3,35,6,15,152.1,76.82,10.2,19.57,87.23,55.99,4,Osaka 0-1 Kamatamare Sanuki,2026-02-08
Consadole Sapporo,0.26,1.64,-1.38,0.26,1.64,-1.38,0.0,0.0,0.0,0.26,1.64,-1.38,0,1,-1,0.38,60.0,42.9,39.43,0.58,1.22,213,8,4,22,6.9,18.03,11.44,2,8,12,3,6,69.5,31.22,2.0,1.19,9.8,3.17,0,Iwaki 1-0 Consadole Sapporo,2026-02-08
Iwaki,1.64,0.26,1.38,1.64,0.26,1.38,0.0,0.0,0.0,1.64,0.26,1.38,1,0,1,-0.38,40.0,57.1,53.86,1.22,0.58,238,21,22,4,18.03,6.9,15.51,8,2,26,5,16,153.1,68.78,166.13,98.81,299.43,96.83,4,Iwaki 1-0 Consadole Sapporo,2026-02-08
Gifu,2.41,0.76,1.65,1.65,0.74,0.91,0.0,0.03,-0.03,1.65,0.76,0.89,2,0,2,0.35,37.4,36.72,44.16,0.5,0.87,126,11,11,9,22.0,10.34,24.71,0,1,5,4,9,61.5,33.46,112.87,88.69,134.93,65.6,0,Fujieda MYFC 0-2 Gifu,2026-02-08
Fujieda MYFC,0.76,2.41,-1.65,0.74,1.65,-0.91,0.03,0.0,0.03,0.76,1.65,-0.89,0,2,-2,-0.35,62.6,63.28,47.03,0.87,0.5,225,15,9,11,10.34,22.0,13.05,1,0,23,6,12,122.3,66.54,14.4,11.31,70.77,34.4,1,Fujieda MYFC 0-2 Gifu,2026-02-08
Albirex Niigata,0.44,1.23,-0.79,0.39,1.14,-0.75,0.05,0.08,-0.03,0.44,1.23,-0.79,1,0,1,1.79,34.6,42.06,46.88,0.51,0.68,168,9,6,21,11.76,30.88,28.1,2,0,18,5,3,39.9,20.91,117.8,96.98,114.7,67.13,1,Ehime 0-1 Albirex Niigata,2026-02-08
Ehime,1.23,0.44,0.79,1.14,0.39,0.75,0.08,0.05,0.03,1.23,0.44,0.79,0,1,-1,-1.79,65.4,57.94,47.41,0.68,0.51,306,12,21,6,30.88,11.76,17.81,0,2,20,7,14,150.9,79.09,3.67,3.02,56.17,32.87,0,Ehime 0-1 Albirex Niigata,2026-02-08
Renofa Yamaguchi,1.21,0.81,0.4,1.13,0.74,0.39,0.08,0.07,0.01,1.21,0.81,0.4,1,2,-1,-1.4,50.4,50.73,46.93,0.92,0.63,224,14,11,13,11.96,20.63,15.04,5,4,19,2,8,100.7,44.76,50.6,36.92,67.97,30.83,0,Roasso Kumamoto 2-1 Renofa Yamaguchi,2026-02-08
Roasso Kumamoto,0.81,1.21,-0.4,0.74,1.13,-0.39,0.07,0.08,-0.01,0.81,1.21,-0.4,2,1,1,1.4,49.6,49.27,47.41,0.63,0.92,223,14,13,11,20.63,11.96,14.85,4,5,19,7,11,124.3,55.24,86.47,63.08,152.5,69.17,0,Roasso Kumamoto 2-1 Renofa Yamaguchi,2026-02-08
Gainare Tottori,1.57,0.77,0.8,1.46,0.46,1.0,0.11,0.31,-0.2,1.57,0.77,0.8,3,1,2,1.2,54.1,53.25,47.16,0.77,0.18,207,13,14,10,18.18,55.56,15.0,3,1,15,4,16,132.7,63.43,28.07,29.42,105.2,61.57,1,Giravanz Kitakyushu 1-3 Gainare Tottori,2026-02-07
Giravanz Kitakyushu,0.77,1.57,-0.8,0.46,1.46,-1.0,0.31,0.11,0.2,0.77,1.57,-0.8,1,3,-2,-1.2,45.9,46.75,47.27,0.18,0.77,191,6,10,14,55.56,18.18,16.16,1,3,15,5,7,76.5,36.57,67.33,70.58,65.67,38.43,1,Giravanz Kitakyushu 1-3 Gainare Tottori,2026-02-07
Tokushima Vortis,2.19,1.36,0.83,1.92,1.27,0.65,0.26,0.1,0.16,2.19,1.36,0.83,6,0,6,5.17,40.5,33.63,37.2,0.26,0.71,118,8,13,13,50.0,18.31,31.35,2,4,15,2,5,51.9,24.31,92.87,59.71,172.5,77.32,0,Nara Club 0-6 Tokushima Vortis,2026-02-07
Nara Club,1.36,2.19,-0.83,1.27,1.92,-0.65,0.1,0.26,-0.16,1.36,2.19,-0.83,0,6,-6,-5.17,59.5,66.37,50.62,0.71,0.26,387,13,13,13,18.31,50.0,17.43,4,2,19,7,7,161.6,75.69,62.67,40.29,50.6,22.68,1,Nara Club 0-6 Tokushima Vortis,2026-02-07
Nagano Parceiro,0.38,0.27,0.11,0.33,0.25,0.08,0.05,0.02,0.03,0.38,0.27,0.11,0,0,0,-0.11,42.4,54.47,53.37,0.42,0.22,209,7,8,6,19.05,27.27,13.65,2,0,29,9,18,78.6,58.83,101.4,88.89,135.17,85.55,3,Júbilo Iwata 0-0 Nagano Parceiro,2026-02-07
Júbilo Iwata,0.27,0.38,-0.11,0.25,0.33,-0.08,0.02,0.05,-0.03,0.27,0.38,-0.11,0,0,0,0.11,57.6,45.53,43.68,0.22,0.42,198,4,6,8,27.27,19.05,13.63,0,2,18,3,8,55.0,41.17,12.67,11.11,22.83,14.45,2,Júbilo Iwata 0-0 Nagano Parceiro,2026-02-07
Fukushima United,1.95,0.63,1.32,0.76,0.46,0.3,0.43,0.17,0.26,1.19,0.63,0.56,1,4,-3,-4.32,56.2,42.68,44.77,0.51,0.84,227,9,16,10,31.37,11.9,10.86,2,6,7,4,6,93.8,45.76,18.53,19.56,50.52,19.16,0,Ventforet Kofu 4-1 Fukushima United,2026-02-07
Ventforet Kofu,0.63,1.95,-1.32,0.46,0.76,-0.3,0.17,0.43,-0.26,0.63,1.19,-0.56,4,1,3,4.32,43.8,57.32,52.61,0.84,0.51,234,20,10,16,11.9,31.37,11.8,6,2,19,5,16,111.2,54.24,76.2,80.44,213.22,80.84,0,Ventforet Kofu 4-1 Fukushima United,2026-02-07
Matsumoto Yamaga,1.33,0.77,0.56,1.32,0.66,0.66,0.01,0.11,-0.1,1.33,0.77,0.56,1,2,-1,-1.56,37.2,39.84,47.33,0.34,0.6,160,8,12,11,35.29,18.33,14.82,5,5,14,2,17,60.5,31.83,127.93,90.95,86.73,36.64,2,Omiya Ardija 2-1 Matsumoto Yamaga,2026-02-07
Omiya Ardija,0.77,1.33,-0.56,0.66,1.32,-0.66,0.11,0.01,0.1,0.77,1.33,-0.56,2,1,1,1.56,62.8,60.16,46.33,0.6,0.34,274,13,11,12,18.33,35.29,7.97,5,5,18,8,9,129.6,68.17,12.73,9.05,150.0,63.36,0,Omiya Ardija 2-1 Matsumoto Yamaga,2026-02-07
Blaublitz Akita,3.17,1.29,1.88,1.65,1.19,0.46,0.76,0.1,0.66,2.41,1.29,1.12,2,1,1,-0.88,33.9,49.12,54.95,0.6,0.4,178,18,17,11,28.33,27.5,13.51,6,3,19,4,10,138.2,57.49,165.73,98.61,258.47,87.99,1,Shonan Bellmare 1-2 Blaublitz Akita,2026-02-07
Shonan Bellmare,1.29,3.17,-1.88,1.19,1.65,-0.46,0.1,0.76,-0.66,1.29,2.41,-1.12,1,2,-1,0.88,66.1,50.88,43.33,0.4,0.6,233,8,11,17,27.5,28.33,7.65,3,6,24,5,14,102.2,42.51,2.33,1.39,35.27,12.01,1,Shonan Bellmare 1-2 Blaublitz Akita,2026-02-07
Montedio Yamagata,1.92,1.68,0.24,1.89,1.63,0.26,0.04,0.05,-0.01,1.92,1.68,0.24,2,1,1,0.76,32.6,35.0,47.65,0.62,0.86,123,7,9,14,14.52,16.28,18.67,4,1,12,4,12,43.9,21.75,139.2,99.86,149.63,85.87,1,Yokohama 1-2 Montedio Yamagata,2026-02-07
Yokohama,1.68,1.92,-0.24,1.63,1.89,-0.26,0.05,0.04,0.01,1.68,1.92,-0.24,1,2,-1,-0.76,67.4,65.0,47.34,0.86,0.62,271,16,14,9,16.28,14.52,12.17,1,4,30,7,8,157.9,78.25,0.2,0.14,24.63,14.13,4,Yokohama 1-2 Montedio Yamagata,2026-02-07
Vegalta Sendai,1.73,1.45,0.28,0.9,1.3,-0.4,0.83,0.16,0.67,1.73,1.45,0.28,4,1,3,2.72,38.7,45.77,44.24,0.37,0.58,120,14,14,11,37.84,18.97,9.69,8,6,16,3,12,97.6,48.08,71.67,89.51,162.37,82.48,6,Tochigi City 1-4 Vegalta Sendai,2026-02-07
Tochigi City,1.45,1.73,-0.28,1.3,0.9,0.4,0.16,0.83,-0.67,1.45,1.73,-0.28,1,4,-3,-2.72,61.3,54.23,44.56,0.58,0.37,194,10,11,14,18.97,37.84,7.17,6,8,28,7,15,105.4,51.92,8.4,10.49,34.5,17.52,2,Tochigi City 1-4 Vegalta Sendai,2026-02-07
